Specialty	Class	Year	No. of Programs	Positions Offered	Unfilled Programs	U.S. Senior Applicants	Total Applicants	U.S. Senior Matches	Total Matches	U.S. Senior % Filled	Total % Filled	U.S. Senior Ranked Positions	Total Ranked Positions	U.S. Senior Match Rate %	Total Match Rate %	U.S. Senior Average Ranked Programs	Total Average Ranked Programs	Change in No. of Programs	Change in Positions Offered	Change in Unfilled Programs	Change in U.S. Senior Applicants	Change in Total Applicants	Change in U.S. Senior Matches	Change in Total Matches	Change in U.S. Senior % Filled	Change in Total % Filled	Change in U.S. Senior Ranked Positions	Change in Total Ranked Positions	Change in U.S. Senior Match Rate %	Change in Total Match Rate %	Change in U.S. Senior Average Ranked Programs	Change in Total Average Ranked Programs	% Change in No. of Programs	% Change in Positions Offered	% Change in Unfilled Programs	% Change in U.S. Senior Applicants	% Change in Total Applicants	% Change in U.S. Senior Matches	% Change in Total Matches	% Change in U.S. Senior % Filled	% Change in Total % Filled	% Change in U.S. Senior Ranked Positions	% Change in Total Ranked Positions	% Change in U.S. Senior Match Rate %	% Change in Total Match Rate %	% Change in U.S. Senior Average Ranked Programs	% Change in Total Average Ranked Programs	PGY1	PGY2	Total	Predominance	Margin	% Predominance	Exclusivity	Category
Orthopedic Surgery	PGY1	2016	163	717	0	874	1058	650	717	90.7	100	9286	10092	74.4	67.8	10.6	9.5	2	14	0	-11	-4	-13	14	-3.5999999999999943	0	72	288	-0.5	1.5999999999999943	0.1999999999999993	0.3000000000000007	1.2	2	NA	-1.2	-0.4	-2	2	-3.8	0	0.8	2.9	-0.7	2.4	1.9	3.3	717	0	717	PGY1	717	100	Exclusive	PGY1 Exclusive
Orthopedic Surgery	PGY1	2017	165	727	1	845	1013	668	726	91.9	99.9	9169	9755	79.1	71.7	10.9	9.6	2	10	1	-29	-45	18	9	1.2000000000000028	-0.09999999999999432	-117	-337	4.699999999999989	3.9000000000000057	0.3000000000000007	0.09999999999999964	1.2	1.4	Inf	-3.3	-4.3	2.8	1.3	1.3	-0.1	-1.3	-3.3	6.3	5.8	2.8	1.1	727	0	727	PGY1	727	100	Exclusive	PGY1 Exclusive
Orthopedic Surgery	PGY1	2018	171	742	4	849	1017	691	738	93.1	99.5	9644	10228	81.4	72.6	11.4	10.1	6	15	3	4	4	23	12	1.1999999999999886	-0.4000000000000057	475	473	2.3000000000000114	0.8999999999999915	0.5	0.5	3.6	2.1	300	0.5	0.4	3.4	1.7	1.3	-0.4	5.2	4.8	2.9	1.3	4.6	5.2	742	0	742	PGY1	742	100	Exclusive	PGY1 Exclusive
Orthopedic Surgery	PGY1	2019	175	755	2	830	1037	693	752	91.8	99.6	9737	10350	83.5	72.5	11.7	10	4	13	-2	-19	20	2	14	-1.2999999999999972	0.09999999999999432	93	122	2.0999999999999943	-0.09999999999999432	0.29999999999999893	-0.09999999999999964	2.3	1.8	-50	-2.2	2	0.3	1.9	-1.4	0.1	1	1.2	2.6	-0.1	2.6	-1	755	0	755	PGY1	755	100	Exclusive	PGY1 Exclusive
Orthopedic Surgery	PGY1	2020	203	849	5	867	1192	686	844	80.8	99.4	9744	11191	79.1	70.8	11.2	9.4	28	94	3	37	155	-7	92	-11	-0.19999999999998863	7	841	-4.400000000000006	-1.7000000000000028	-0.5	-0.5999999999999996	16	12.5	150	4.5	14.9	-1	12.2	-12	-0.2	0.1	8.1	-5.3	-2.3	-4.3	-6	849	0	849	PGY1	849	100	Exclusive	PGY1 Exclusive
Orthopedic Surgery	PGY1	2021	208	868	2	934	1289	699	866	80.5	99.8	10093	11955	74.8	67.2	10.8	9.3	5	19	-3	67	97	13	22	-0.29999999999999716	0.3999999999999915	349	764	-4.299999999999997	-3.5999999999999943	-0.3999999999999986	-0.09999999999999964	2.5	2.2	-60	7.7	8.1	1.9	2.6	-0.4	0.4	3.6	6.8	-5.4	-5.1	-3.6	-1.1	868	0	868	PGY1	868	100	Exclusive	PGY1 Exclusive
Orthopedic Surgery	PGY1	2022	210	875	0	1086	1470	705	875	80.6	100	10613	12588	64.9	59.5	9.8	8.6	2	7	-2	152	181	6	9	0.09999999999999432	0.20000000000000284	520	633	-9.899999999999991	-7.700000000000003	-1	-0.7000000000000011	1	0.8	-100	16.3	14	0.9	1	0.1	0.2	5.2	5.3	-13.2	-11.5	-9.3	-7.5	875	0	875	PGY1	875	100	Exclusive	PGY1 Exclusive
Osteo Neuromusculoskeletal Med	PGY1	2018	1	2	0	0	5	0	2	0	100	0	5	NA	40	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Osteo Neuromusculoskeletal Med	PGY1	2019	1	2	1	0	3	0	0	0	0	0	3	NA	0	NA	1	0	0	1	0	-2	0	-2	0	-100	0	-2	NA	-40	NA	0	0	0	Inf	NA	-40	NA	-100	NA	-100	NA	-40	NA	-100	NA	0	2	4	6	PGY2	2	66.7	Mixed	PGY2 Mixed
Osteo Neuromusculoskeletal Med	PGY1	2020	3	10	2	0	18	0	8	0	80	0	26	NA	44.4	NA	1.4	2	8	1	0	15	0	8	0	80	0	23	NA	44.4	NA	0.3999999999999999	200	400	100	NA	500	NA	Inf	NA	Inf	NA	766.7	NA	Inf	NA	40	10	7	17	PGY1	3	58.8	Mixed	PGY1 Mixed
Osteo Neuromusculoskeletal Med	PGY1	2021	4	12	4	0	18	0	3	0	25	0	29	NA	16.7	NA	1.6	1	2	2	0	0	0	-5	0	-55	0	3	NA	-27.7	NA	0.20000000000000018	33.3	20	100	NA	0	NA	-62.5	NA	-68.8	NA	11.5	NA	-62.4	NA	14.3	12	7	19	PGY1	5	63.2	Mixed	PGY1 Mixed
Osteo Neuromusculoskeletal Med	PGY1	2022	5	16	2	0	23	0	13	0	81.3	0	53	NA	56.5	NA	2.3	1	4	-2	0	5	0	10	0	56.3	0	24	NA	39.8	NA	0.6999999999999997	25	33.3	-50	NA	27.8	NA	333.3	NA	225.2	NA	82.8	NA	238.3	NA	43.7	16	2	18	PGY1	14	88.9	Predominant	PGY1 Predominant
Osteo Neuromusculoskeletal Med	PGY2	2019	2	4	1	0	3	0	3	0	75	0	3	NA	100	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	6	PGY2	2	66.7	Mixed	PGY2 Mixed
Osteo Neuromusculoskeletal Med	PGY2	2020	3	7	2	0	9	0	2	0	28.6	0	16	NA	22.2	NA	1.8	1	3	1	0	6	0	-1	0	-46.4	0	13	NA	-77.8	NA	0.8	50	75	100	NA	200	NA	-33.3	NA	-61.9	NA	433.3	NA	-77.8	NA	80	10	7	17	PGY1	3	58.8	Mixed	PGY1 Mixed
Osteo Neuromusculoskeletal Med	PGY2	2021	3	7	3	0	12	0	3	0	42.9	0	18	NA	25	NA	1.5	0	0	1	0	3	0	1	0	14.299999999999997	0	2	NA	2.8000000000000007	NA	-0.30000000000000004	0	0	50	NA	33.3	NA	50	NA	50	NA	12.5	NA	12.6	NA	-16.7	12	7	19	PGY1	5	63.2	Mixed	PGY1 Mixed
Osteo Neuromusculoskeletal Med	PGY2	2022	1	2	0	0	8	0	2	0	100	0	8	NA	25	NA	1	-2	-5	-3	0	-4	0	-1	0	57.1	0	-10	NA	0	NA	-0.5	-66.7	-71.4	-100	NA	-33.3	NA	-33.3	NA	133.1	NA	-55.6	NA	0	NA	-33.3	16	2	18	PGY1	14	88.9	Predominant	PGY1 Predominant
Otolaryngology	PGY1	2012	107	285	2	342	390	277	283	97.2	99.3	3636	3775	81	72.6	10.6	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285	0	285	PGY1	285	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2013	107	292	1	387	442	276	290	94.5	99.3	3834	4033	71.3	65.6	9.9	9.1	0	7	-1	45	52	-1	7	-2.700000000000003	0	198	258	-9.700000000000003	-7	-0.6999999999999993	-0.5999999999999996	0	2.5	-50	13.2	13.3	-0.4	2.5	-2.8	0	5.4	6.8	-12	-9.6	-6.6	-6.2	292	0	292	PGY1	292	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2014	106	295	0	376	443	279	295	94.6	100	3775	4043	74.2	66.6	10	9.1	-1	3	-1	-11	1	3	5	0.09999999999999432	0.7000000000000028	-59	10	2.9000000000000057	1	0.09999999999999964	0	-0.9	1	-100	-2.8	0.2	1.1	1.7	0.1	0.7	-1.5	0.2	4.1	1.5	1	0	295	0	295	PGY1	295	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2015	107	299	1	375	430	283	298	94.6	99.7	3923	4174	75.5	69.3	10.5	9.7	1	4	1	-1	-13	4	3	0	-0.29999999999999716	148	131	1.2999999999999972	2.700000000000003	0.5	0.5999999999999996	0.9	1.4	Inf	-0.3	-2.9	1.4	1	0	-0.3	3.9	3.2	1.8	4.1	5	6.6	299	0	299	PGY1	299	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2016	109	304	2	314	370	272	302	89.5	99.3	3751	4089	86.6	81.6	11.9	11.1	2	5	1	-61	-60	-11	4	-5.099999999999994	-0.4000000000000057	-172	-85	11.099999999999994	12.299999999999997	1.4000000000000004	1.4000000000000004	1.9	1.7	100	-16.3	-14	-3.9	1.3	-5.4	-0.4	-4.4	-2	14.7	17.7	13.3	14.4	304	0	304	PGY1	304	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2017	110	305	10	303	331	279	291	91.5	95.4	3993	4149	92.1	87.9	13.2	12.5	1	1	8	-11	-39	7	-11	2	-3.8999999999999915	242	60	5.5	6.300000000000011	1.299999999999999	1.4000000000000004	0.9	0.3	400	-3.5	-10.5	2.6	-3.6	2.2	-3.9	6.5	1.5	6.4	7.7	10.9	12.6	305	0	305	PGY1	305	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2018	112	315	11	299	333	284	303	90.2	96.2	4173	4307	95	91	14	12.9	2	10	1	-4	2	5	12	-1.2999999999999972	0.7999999999999972	180	158	2.9000000000000057	3.0999999999999943	0.8000000000000007	0.40000000000000036	1.8	3.3	10	-1.3	0.6	1.8	4.1	-1.4	0.8	4.5	3.8	3.1	3.5	6.1	3.2	315	0	315	PGY1	315	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2019	120	328	0	398	462	308	328	93.9	100	4658	4954	77.4	71	11.7	10.7	8	13	-11	99	129	24	25	3.700000000000003	3.799999999999997	485	647	-17.599999999999994	-20	-2.3000000000000007	-2.200000000000001	7.1	4.1	-100	33.1	38.7	8.5	8.3	4.1	4	11.6	15	-18.5	-22	-16.4	-17.1	328	0	328	PGY1	328	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2020	129	350	2	421	505	310	348	88.6	99.4	4812	5242	73.6	68.9	11.4	10.4	9	22	2	23	43	2	20	-5.300000000000011	-0.5999999999999943	154	288	-3.8000000000000114	-2.0999999999999943	-0.29999999999999893	-0.29999999999999893	7.5	6.7	Inf	5.8	9.3	0.6	6.1	-5.6	-0.6	3.3	5.8	-4.9	-3	-2.6	-2.8	350	0	350	PGY1	350	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2021	129	350	0	454	559	310	350	88.6	100	5361	5880	68.3	62.6	11.8	10.5	0	0	-2	33	54	0	2	0	0.5999999999999943	549	638	-5.299999999999997	-6.300000000000004	0.40000000000000036	0.09999999999999964	0	0	-100	7.8	10.7	0	0.6	0	0.6	11.4	12.2	-7.2	-9.1	3.5	1	350	0	350	PGY1	350	100	Exclusive	PGY1 Exclusive
Otolaryngology	PGY1	2022	134	361	0	463	574	316	361	87.5	100	5276	5855	68.3	62.9	11.4	10.2	5	11	0	9	15	6	11	-1.0999999999999943	0	-85	-25	0	0.29999999999999716	-0.40000000000000036	-0.3000000000000007	3.9	3.1	NA	2	2.7	1.9	3.1	-1.2	0	-1.6	-0.4	0	0.5	-3.4	-2.9	361	0	361	PGY1	361	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2012	148	521	33	285	832	262	466	50.3	89.4	2396	4679	91.9	56	8.4	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	521	0	521	PGY1	521	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2013	152	583	15	290	949	263	562	45.1	96.4	2507	5574	90.7	59.2	8.6	5.9	4	62	-18	5	117	1	96	-5.199999999999996	7	111	895	-1.2000000000000028	3.200000000000003	0.1999999999999993	0.3000000000000007	2.7	11.9	-54.5	1.8	14.1	0.4	20.6	-10.3	7.8	4.6	19.1	-1.3	5.7	2.4	5.4	583	0	583	PGY1	583	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2014	153	597	31	274	863	256	546	42.9	91.5	2567	5520	93.4	63.3	9.4	6.4	1	14	16	-16	-86	-7	-16	-2.200000000000003	-4.900000000000006	60	-54	2.700000000000003	4.099999999999994	0.8000000000000007	0.5	0.7	2.4	106.7	-5.5	-9.1	-2.7	-2.8	-4.9	-5.1	2.4	-1	3	6.9	9.3	8.5	597	0	597	PGY1	597	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2015	155	605	24	304	891	282	568	46.6	93.9	2884	5841	92.8	63.7	9.5	6.6	2	8	-7	30	28	26	22	3.700000000000003	2.4000000000000057	317	321	-0.6000000000000085	0.4000000000000057	0.09999999999999964	0.1999999999999993	1.3	1.3	-22.6	10.9	3.2	10.2	4	8.6	2.6	12.3	5.8	-0.6	0.6	1.1	3.1	605	0	605	PGY1	605	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2016	156	579	18	270	890	248	549	42.8	94.8	2537	5717	91.9	61.7	9.4	6.4	1	-26	-6	-34	-1	-34	-19	-3.8000000000000043	0.8999999999999915	-347	-124	-0.8999999999999915	-2	-0.09999999999999964	-0.1999999999999993	0.6	-4.3	-25	-11.2	-0.1	-12.1	-3.3	-8.2	1	-12	-2.1	-1	-3.1	-1.1	-3	579	0	579	PGY1	579	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2017	159	601	33	232	846	216	545	35.9	90.7	2379	5753	93.1	64.4	10.3	6.8	3	22	15	-38	-44	-32	-4	-6.899999999999999	-4.099999999999994	-158	36	1.1999999999999886	2.700000000000003	0.9000000000000004	0.39999999999999947	1.9	3.8	83.3	-14.1	-4.9	-12.9	-0.7	-16.1	-4.3	-6.2	0.6	1.3	4.4	9.6	6.2	601	0	601	PGY1	601	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2018	163	601	25	237	866	220	568	36.6	94.5	2428	6119	92.8	65.6	10.2	7.1	4	0	-8	5	20	4	23	0.7000000000000028	3.799999999999997	49	366	-0.29999999999999716	1.1999999999999886	-0.10000000000000142	0.2999999999999998	2.5	0	-24.2	2.2	2.4	1.9	4.2	1.9	4.2	2.1	6.4	-0.3	1.9	-1	4.4	601	0	601	PGY1	601	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2019	162	601	21	216	924	201	569	33.4	94.7	2114	6071	93.1	61.6	9.8	6.6	-1	0	-4	-21	58	-19	1	-3.200000000000003	0.20000000000000284	-314	-48	0.29999999999999716	-3.999999999999993	-0.3999999999999986	-0.5	-0.6	0	-16	-8.9	6.7	-8.6	0.2	-8.7	0.2	-12.9	-0.8	0.3	-6.1	-3.9	-7	601	0	601	PGY1	601	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2020	164	603	11	229	917	204	587	33.8	97.3	2339	6605	89.1	64	10.2	7.2	2	2	-10	13	-7	3	18	0.3999999999999986	2.5999999999999943	225	534	-4	2.3999999999999986	0.3999999999999986	0.6000000000000005	1.2	0.3	-47.6	6	-0.8	1.5	3.2	1.2	2.7	10.6	8.8	-4.3	3.9	4.1	9.1	603	0	603	PGY1	603	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2021	165	611	14	212	945	198	589	32.4	96.4	2661	7468	93.4	62.3	12.6	7.9	1	8	3	-17	28	-6	2	-1.3999999999999986	-0.8999999999999915	322	863	4.300000000000011	-1.7000000000000028	2.4000000000000004	0.7000000000000002	0.6	1.3	27.3	-7.4	3.1	-2.9	0.3	-4.1	-0.9	13.8	13.1	4.8	-2.7	23.5	9.7	611	0	611	PGY1	611	100	Exclusive	PGY1 Exclusive
Pathology	PGY1	2022	168	631	10	248	994	231	619	36.6	98.1	2924	8135	93.1	62.3	11.8	8.2	3	20	-4	36	49	33	30	4.200000000000003	1.6999999999999886	263	667	-0.30000000000001137	0	-0.7999999999999989	0.29999999999999893	1.8	3.3	-28.6	17	5.2	16.7	5.1	13	1.8	9.9	8.9	-0.3	0	-6.3	3.8	631	0	631	PGY1	631	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2012	190	2475	12	1918	3732	1732	2443	70	98.7	18143	25677	90.3	65.5	9.5	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2475	0	2475	PGY1	2475	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2013	191	2616	6	2035	3984	1837	2606	70.2	99.6	19762	28339	90.3	65.4	9.7	7.1	1	141	-6	117	252	105	163	0.20000000000000284	0.8999999999999915	1619	2662	0	-0.09999999999999432	0.1999999999999993	0.1999999999999993	0.5	5.7	-50	6.1	6.8	6.1	6.7	0.3	0.9	8.9	10.4	0	-0.2	2.1	2.9	2616	0	2616	PGY1	2616	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2014	194	2640	4	2065	3993	1818	2627	68.9	99.5	21009	30068	88	65.8	10.2	7.5	3	24	-2	30	9	-19	21	-1.2999999999999972	-0.09999999999999432	1247	1729	-2.299999999999997	0.3999999999999915	0.5	0.40000000000000036	1.6	0.9	-33.3	1.5	0.2	-1	0.8	-1.9	-0.1	6.3	6.1	-2.5	0.6	5.2	5.6	2640	0	2640	PGY1	2640	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2015	196	2668	7	2126	3936	1889	2654	70.8	99.5	22147	30564	88.9	67.4	10.4	7.8	2	28	3	61	-57	71	27	1.8999999999999915	0	1138	496	0.9000000000000057	1.6000000000000085	0.20000000000000107	0.2999999999999998	1	1.1	75	3	-1.4	3.9	1	2.8	0	5.4	1.6	1	2.4	2	4	2668	0	2668	PGY1	2668	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2016	199	2689	8	2071	3869	1829	2675	68	99.5	22557	31471	88.3	69.1	10.9	8.1	3	21	1	-55	-67	-60	21	-2.799999999999997	0	410	907	-0.6000000000000085	1.6999999999999886	0.5	0.2999999999999998	1.5	0.8	14.3	-2.6	-1.7	-3.2	0.8	-4	0	1.9	3	-0.7	2.5	4.8	3.8	2689	0	2689	PGY1	2689	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2017	204	2738	13	2056	3763	1849	2693	67.5	98.4	22843	31730	89.9	71.6	11.1	8.4	5	49	5	-15	-106	20	18	-0.5	-1.0999999999999943	286	259	1.6000000000000085	2.5	0.1999999999999993	0.3000000000000007	2.5	1.8	62.5	-0.7	-2.7	1.1	0.7	-0.7	-1.1	1.3	0.8	1.8	3.6	1.8	3.7	2738	0	2738	PGY1	2738	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2018	211	2768	23	1934	3647	1746	2711	63.1	97.9	22486	31930	90.3	74.3	11.6	8.8	7	30	10	-122	-116	-103	18	-4.399999999999999	-0.5	-357	200	0.3999999999999915	2.700000000000003	0.5	0.40000000000000036	3.4	1.1	76.9	-5.9	-3.1	-5.6	0.7	-6.5	-0.5	-1.6	0.6	0.4	3.8	4.5	4.8	2768	0	2768	PGY1	2768	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2019	220	2847	29	1901	3638	1715	2778	60.2	97.6	22826	33690	90.2	76.4	12	9.3	9	79	6	-33	-9	-31	67	-2.8999999999999986	-0.30000000000001137	340	1760	-0.09999999999999432	2.1000000000000085	0.40000000000000036	0.5	4.3	2.9	26.1	-1.7	-0.2	-1.8	2.5	-4.6	-0.3	1.5	5.5	-0.1	2.8	3.4	5.7	2847	0	2847	PGY1	2847	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2020	222	2864	24	1943	3728	1731	2812	60.4	98.2	23304	34732	89.1	75.4	12	9.3	2	17	-5	42	90	16	34	0.19999999999999574	0.6000000000000085	478	1042	-1.1000000000000085	-1	0	0	0.9	0.6	-17.2	2.2	2.5	0.9	1.2	0.3	0.6	2.1	3.1	-1.2	-1.3	0	0	2864	0	2864	PGY1	2864	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2021	222	2901	17	1969	3976	1749	2860	60.3	98.6	25828	39064	88.8	71.9	13.1	9.8	0	37	-7	26	248	18	48	-0.10000000000000142	0.3999999999999915	2524	4332	-0.29999999999999716	-3.5	1.0999999999999996	0.5	0	1.3	-29.2	1.3	6.7	1	1.7	-0.2	0.4	10.8	12.5	-0.3	-4.6	9.2	5.4	2901	0	2901	PGY1	2901	100	Exclusive	PGY1 Exclusive
Pediatrics (Categorical)	PGY1	2022	235	2942	28	1871	3824	1661	2861	56.5	97.2	25389	39475	88.8	74.8	13.6	10.3	13	41	11	-98	-152	-88	1	-3.799999999999997	-1.3999999999999915	-439	411	0	2.8999999999999915	0.5	0.5	5.9	1.4	64.7	-5	-3.8	-5	0	-6.3	-1.4	-1.7	1.1	0	4	3.8	5.1	2942	0	2942	PGY1	2942	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2012	4	7	0	16	16	7	7	100	100	35	35	43.8	43.8	2.2	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2013	5	8	1	24	26	7	7	87.5	87.5	51	53	29.2	26.9	2.1	2	1	1	1	8	10	0	0	-12.5	-12.5	16	18	-14.599999999999998	-16.9	-0.10000000000000009	-0.20000000000000018	25	14.3	Inf	50	62.5	0	0	-12.5	-12.5	45.7	51.4	-33.3	-38.6	-4.5	-9.1	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2014	7	8	1	16	16	7	7	87.5	87.5	55	55	43.8	43.8	3.4	3.4	2	0	0	-8	-10	0	0	0	0	4	2	14.599999999999998	16.9	1.2999999999999998	1.4	40	0	0	-33.3	-38.5	0	0	0	0	7.8	3.8	50	62.8	61.9	70	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2015	6	9	0	23	26	9	9	100	100	63	71	39.1	34.6	2.7	2.7	-1	1	-1	7	10	2	2	12.5	12.5	8	16	-4.699999999999996	-9.199999999999996	-0.6999999999999997	-0.6999999999999997	-14.3	12.5	-100	43.8	62.5	28.6	28.6	14.3	14.3	14.5	29.1	-10.7	-21	-20.6	-20.6	9	0	9	PGY1	9	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2016	6	8	1	18	19	6	7	75	87.5	48	52	33.3	36.8	2.7	2.7	0	-1	1	-5	-7	-3	-2	-25	-12.5	-15	-19	-5.800000000000004	2.1999999999999957	0	0	0	-11.1	Inf	-21.7	-26.9	-33.3	-22.2	-25	-12.5	-23.8	-26.8	-14.8	6.4	0	0	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2017	7	9	1	24	26	7	8	77.8	88.9	55	57	29.2	30.8	2.3	2.2	1	1	0	6	7	1	1	2.799999999999997	1.4000000000000057	7	5	-4.099999999999998	-5.9999999999999964	-0.40000000000000036	-0.5	16.7	12.5	0	33.3	36.8	16.7	14.3	3.7	1.6	14.6	9.6	-12.3	-16.3	-14.8	-18.5	9	0	9	PGY1	9	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2018	6	7	0	15	21	6	7	85.7	100	43	49	40	33.3	2.9	2.3	-1	-2	-1	-9	-5	-1	-1	7.900000000000006	11.099999999999994	-12	-8	10.8	2.4999999999999964	0.6000000000000001	0.09999999999999964	-14.3	-22.2	-100	-37.5	-19.2	-14.3	-12.5	10.2	12.5	-21.8	-14	37	8.1	26.1	4.5	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2019	5	7	0	20	22	6	7	85.7	100	51	53	30	31.8	2.5	2.4	-1	0	0	5	1	0	0	0	0	8	4	-10	-1.4999999999999964	-0.3999999999999999	0.10000000000000009	-16.7	0	NA	33.3	4.8	0	0	0	0	18.6	8.2	-25	-4.5	-13.8	4.3	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2020	5	7	0	14	21	7	7	100	100	42	52	50	33.3	3	2.5	0	0	0	-6	-1	1	0	14.299999999999997	0	-9	-1	20	1.4999999999999964	0.5	0.10000000000000009	0	0	NA	-30	-4.5	16.7	0	16.7	0	-17.6	-1.9	66.7	4.7	20	4.2	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2021	5	8	0	14	19	8	8	100	100	42	48	57.1	42.1	3	2.5	0	1	0	0	-2	1	1	0	0	0	-4	7.100000000000001	8.800000000000004	0	0	0	14.3	NA	0	-9.5	14.3	14.3	0	0	0	-7.7	14.2	26.4	0	0	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Anesthesiology	PGY1	2022	5	6	0	16	20	6	6	100	100	34	46	37.5	30	2.1	2.3	0	-2	0	2	1	-2	-2	0	0	-8	-2	-19.6	-12.100000000000001	-0.8999999999999999	-0.20000000000000018	0	-25	NA	14.3	5.3	-25	-25	0	0	-19	-4.2	-34.3	-28.7	-30	-8	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2012	3	7	0	15	22	6	7	85.7	100	25	33	40	31.8	1.7	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2013	3	7	0	15	20	6	7	85.7	100	31	39	40	35	2.1	2	0	0	0	0	-2	0	0	0	0	6	6	0	3.1999999999999993	0.40000000000000013	0.5	0	0	NA	0	-9.1	0	0	0	0	24	18.2	0	10.1	23.5	33.3	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2014	4	9	0	21	34	4	9	44.4	100	35	58	19	26.5	1.7	1.7	1	2	0	6	14	-2	2	-41.300000000000004	0	4	19	-21	-8.5	-0.40000000000000013	-0.30000000000000004	33.3	28.6	NA	40	70	-33.3	28.6	-48.2	0	12.9	48.7	-52.5	-24.3	-19	-15	9	0	9	PGY1	9	100	Exclusive	PGY1 Exclusive
